feature,mean_ic,abs_mean_ic,ic_positive_rate,top_decile_excess,top_minus_bottom,hit_rate,worst_window,missing_rate,direction,valid_dates,rank_ic_stability_raw,recent_rank_ic_raw,recent_top_decile_excess_raw,single_factor_score,profile,group,is_candidate,group_score,combined_score
industry_ret_20d,0.0063953396667083455,0.0063953396667083455,0.475,-0.00034683547410644907,0.0021260928655189165,0.5125,-0.06852590955639364,0.00042585170340681363,1,80,0.003037786341686464,0.003037786341686464,-0.00034683547410644907,0.6683950775215912,short_history,industry_relative,True,0.125,0.559716062017273
stock_ret_minus_industry_ret_20d,-0.013146453238429483,0.013146453238429483,0.55,-0.0025268725064264285,-0.004888607826832382,0.4,-0.028242913091414624,0.003356713426853707,-1,80,0.007230549281136216,0.007230549281136216,-0.0025268725064264285,0.6678036945777676,short_history,industry_relative,True,0.125,0.559242955662214
high_low_range_20d,-0.005375653000979677,0.005375653000979677,0.475,-0.0063467576087345625,-0.011805082918487536,0.4,-0.05860807704816748,0.005485971943887775,-1,80,0.0025534351754653464,0.0025534351754653464,-0.0063467576087345625,0.6114694736447985,short_history,liquidity_risk,True,0.25,0.5391755789158389
atr_14d,-0.002966357412560285,0.002966357412560285,0.4625,-0.006338371588841363,-0.012392297694239841,0.4125,-0.0600023615922044,0.004559118236472946,-1,80,0.001371940303309132,0.001371940303309132,-0.006338371588841363,0.6104482006718062,short_history,liquidity_risk,True,0.25,0.538358560537445
industry_ret_5d,0.00492689960738707,0.00492689960738707,0.5125,-0.004096335289234618,-0.000649939956081835,0.5,-0.09531063894266018,0.0003507014028056112,1,80,0.002525036048785873,0.002525036048785873,-0.004096335289234618,0.6001604008729202,short_history,industry_relative,True,0.125,0.5051283206983362
near_boll_upper_20d,-0.011761204654573707,0.011761204654573707,0.525,,,0.0,,0.0,-1,80,0.006174632443651197,0.006174632443651197,,0.4019572953736654,short_history,short_bollinger,True,0.875,0.49656583629893236
near_boll_lower_20d,-0.0021211962282688883,0.0021211962282688883,0.4875,,,0.0,,0.0,-1,80,0.001034083161281083,0.001034083161281083,,0.3806049822064057,short_history,short_bollinger,True,0.875,0.47948398576512463
vol_10d,-0.00106057666799321,0.00106057666799321,0.475,-0.00708459609695222,-0.00807986985552426,0.35,-0.05568852219252403,0.004008016032064128,-1,80,0.0005037739172967747,0.0005037739172967747,-0.00708459609695222,0.48378536432295194,short_history,short_returns,True,0.4375,0.4745282914583616
star50_ret_5d,,,0.0,,,0.0,,0.0,1,80,0.0,0.0,,0.3001779359430605,short_history,market_regime,True,1.0,0.44014234875444846
csi300_ret_5d,,,0.0,,,0.0,,0.0,1,80,0.0,0.0,,0.3001779359430605,short_history,market_regime,True,1.0,0.44014234875444846
csi300_ret_20d,,,0.0,,,0.0,,0.0,1,80,0.0,0.0,,0.3001779359430605,short_history,market_regime,True,1.0,0.44014234875444846
csi300_ret_60d,,,0.0,,,0.0,,0.0,1,80,0.0,0.0,,0.3001779359430605,short_history,market_regime,True,1.0,0.44014234875444846
csi300_vol_20d,,,0.0,,,0.0,,0.0,1,80,0.0,0.0,,0.3001779359430605,short_history,market_regime,True,1.0,0.44014234875444846
star50_ret_1d,,,0.0,,,0.0,,0.0,1,80,0.0,0.0,,0.3001779359430605,short_history,market_regime,True,1.0,0.44014234875444846
star50_ret_3d,,,0.0,,,0.0,,0.0,1,80,0.0,0.0,,0.3001779359430605,short_history,market_regime,True,1.0,0.44014234875444846
star50_ret_60d,,,0.0,,,0.0,,0.0,1,80,0.0,0.0,,0.3001779359430605,short_history,market_regime,True,1.0,0.44014234875444846
star50_ret_20d,,,0.0,,,0.0,,0.0,1,80,0.0,0.0,,0.3001779359430605,short_history,market_regime,True,1.0,0.44014234875444846
csi300_ret_1d,,,0.0,,,0.0,,0.0,1,80,0.0,0.0,,0.3001779359430605,short_history,market_regime,True,1.0,0.44014234875444846
star50_vol_20d,,,0.0,,,0.0,,0.0,1,80,0.0,0.0,,0.3001779359430605,short_history,market_regime,True,1.0,0.44014234875444846
csi1000_ret_1d,,,0.0,,,0.0,,0.0,1,80,0.0,0.0,,0.3001779359430605,short_history,market_regime,True,1.0,0.44014234875444846
csi1000_ret_3d,,,0.0,,,0.0,,0.0,1,80,0.0,0.0,,0.3001779359430605,short_history,market_regime,True,1.0,0.44014234875444846
csi1000_ret_5d,,,0.0,,,0.0,,0.0,1,80,0.0,0.0,,0.3001779359430605,short_history,market_regime,True,1.0,0.44014234875444846
csi300_ret_3d,,,0.0,,,0.0,,0.0,1,80,0.0,0.0,,0.3001779359430605,short_history,market_regime,True,1.0,0.44014234875444846
oil_gas_etf_ret_20d,,,0.0,,,0.0,,0.0,1,80,0.0,0.0,,0.3001779359430605,short_history,market_regime,True,1.0,0.44014234875444846
csi1000_ret_60d,,,0.0,,,0.0,,0.0,1,80,0.0,0.0,,0.3001779359430605,short_history,market_regime,True,1.0,0.44014234875444846
csi1000_vol_20d,,,0.0,,,0.0,,0.0,1,80,0.0,0.0,,0.3001779359430605,short_history,market_regime,True,1.0,0.44014234875444846
oil_gas_etf_ret_1d,,,0.0,,,0.0,,0.0,1,80,0.0,0.0,,0.3001779359430605,short_history,market_regime,True,1.0,0.44014234875444846
oil_gas_etf_ret_3d,,,0.0,,,0.0,,0.0,1,80,0.0,0.0,,0.3001779359430605,short_history,market_regime,True,1.0,0.44014234875444846
chinext_ret_3d,,,0.0,,,0.0,,0.0,1,80,0.0,0.0,,0.3001779359430605,short_history,market_regime,True,1.0,0.44014234875444846
chinext_ret_1d,,,0.0,,,0.0,,0.0,1,80,0.0,0.0,,0.3001779359430605,short_history,market_regime,True,1.0,0.44014234875444846
chinext_ret_20d,,,0.0,,,0.0,,0.0,1,80,0.0,0.0,,0.3001779359430605,short_history,market_regime,True,1.0,0.44014234875444846
chinext_etf_ret_3d,,,0.0,,,0.0,,0.0,1,80,0.0,0.0,,0.3001779359430605,short_history,market_regime,True,1.0,0.44014234875444846
chinext_etf_ret_1d,,,0.0,,,0.0,,0.0,1,80,0.0,0.0,,0.3001779359430605,short_history,market_regime,True,1.0,0.44014234875444846
oil_gas_etf_vol_20d,,,0.0,,,0.0,,0.0,1,80,0.0,0.0,,0.3001779359430605,short_history,market_regime,True,1.0,0.44014234875444846
oil_gas_etf_ret_60d,,,0.0,,,0.0,,0.0,1,80,0.0,0.0,,0.3001779359430605,short_history,market_regime,True,1.0,0.44014234875444846
oil_gas_etf_ret_5d,,,0.0,,,0.0,,0.0,1,80,0.0,0.0,,0.3001779359430605,short_history,market_regime,True,1.0,0.44014234875444846
chinext_etf_ret_60d,,,0.0,,,0.0,,0.0,1,80,0.0,0.0,,0.3001779359430605,short_history,market_regime,True,1.0,0.44014234875444846
nonferrous_metals_etf_ret_60d,,,0.0,,,0.0,,0.0,1,80,0.0,0.0,,0.3001779359430605,short_history,market_regime,True,1.0,0.44014234875444846
semiconductor_etf_ret_5d,,,0.0,,,0.0,,0.0,1,80,0.0,0.0,,0.3001779359430605,short_history,market_regime,True,1.0,0.44014234875444846
csi1000_ret_20d,,,0.0,,,0.0,,0.0,1,80,0.0,0.0,,0.3001779359430605,short_history,market_regime,True,1.0,0.44014234875444846
