candidate,window_id,entry_date,start_date,end_date,trading_days,portfolio_return,benchmark_return,excess_return,n_holdings,max_weight,avg_top5_weight,n_with_notes,model0_weight,model1_weight,top_k,internal_max_weight,weighting,risk_filter_enabled,window_rank
stable_compact_current,w05,2026-02-27,2026-03-02,2026-03-06,5,-0.052664243584453554,-0.03443052740386576,-0.018233716180587792,31,0.03253310000000001,0.16266550000000005,0,0.5465,0.4535,31,0.031758,rank,True,11.0
stable_extra_wide_capacity,w05,2026-02-27,2026-03-02,2026-03-06,5,-0.03503314079085793,-0.03443052740386576,-0.0006026133869921693,46,0.02173913043478261,0.10869565217391305,0,0.285,0.7150000000000001,46,0.03,equal,False,3.0
stable_medium_capacity,w05,2026-02-27,2026-03-02,2026-03-06,5,-0.042530537125352756,-0.03443052740386576,-0.008100009721486993,93,0.01075268817204301,0.05376344086021505,0,0.7725,0.22750000000000004,93,0.03,equal,True,9.0
balanced_extra_wide_capacity,w06,2026-03-06,2026-03-09,2026-03-13,5,-0.014126713891283728,-0.014417723691694029,0.0002910098004103006,64,0.015625,0.078125,0,0.725,0.275,64,0.03,equal,False,4.0
balanced_medium_current,w06,2026-03-06,2026-03-09,2026-03-13,5,-0.012878805048024806,-0.014417723691694029,0.0015389186436692223,49,0.020408163265306124,0.10204081632653061,0,0.0,1.0,49,0.03,equal,True,3.0
economic_medium_capacity,w06,2026-03-06,2026-03-09,2026-03-13,5,-0.004823129407201633,-0.014417723691694029,0.009594594284492396,30,0.036000000004219955,0.18000000002109978,0,0.998,0.0020000000000000018,30,0.036,rank,True,1.0
recent_compact_capacity,w06,2026-03-06,2026-03-09,2026-03-13,5,-0.01726076382543844,-0.014417723691694029,-0.002843040133744413,31,0.032972380952380954,0.16486190476190477,0,0.055,0.945,31,0.030758,rank,True,5.0
recent_compact_current,w06,2026-03-06,2026-03-09,2026-03-13,5,-0.01923945803273055,-0.014417723691694029,-0.00482173434103652,37,0.027027027027027035,0.13513513513513517,0,0.825,0.17500000000000004,37,0.03,equal,True,8.0
short_aggressive_compact_capacity,w06,2026-03-06,2026-03-09,2026-03-13,5,-0.029276608768076983,-0.014417723691694029,-0.014858885076382954,31,0.03225806451612904,0.16129032258064518,0,0.9455,0.05449999999999999,31,0.03225806451612903,equal,True,10.0
short_aggressive_medium_capacity,w06,2026-03-06,2026-03-09,2026-03-13,5,-0.029276608768076983,-0.014417723691694029,-0.014858885076382954,31,0.03225806451612904,0.16129032258064518,0,0.9455,0.05449999999999999,31,0.03225806451612903,equal,True,10.0
short_aggressive_wide_capacity,w06,2026-03-06,2026-03-09,2026-03-13,5,-0.00888910046967087,-0.014417723691694029,0.005528623222023158,30,0.036000000004219955,0.18000000002109978,0,0.5935,0.4065,30,0.036,rank,True,2.0
stable_compact_capacity,w06,2026-03-06,2026-03-09,2026-03-13,5,-0.0192340943867293,-0.014417723691694029,-0.004816370695035273,33,0.030303030303030304,0.15151515151515152,0,0.978,0.02200000000000002,33,0.030303030303030304,equal,True,7.0
stable_compact_current,w06,2026-03-06,2026-03-09,2026-03-13,5,-0.03069436092069299,-0.014417723691694029,-0.016276637228998962,31,0.03253310000000001,0.16266550000000005,0,0.5465,0.4535,31,0.031758,rank,True,12.0
stable_extra_wide_capacity,w06,2026-03-06,2026-03-09,2026-03-13,5,-0.018452265544546567,-0.014417723691694029,-0.004034541852852538,46,0.02173913043478261,0.10869565217391305,0,0.285,0.7150000000000001,46,0.03,equal,False,6.0
stable_medium_capacity,w06,2026-03-06,2026-03-09,2026-03-13,5,-0.024316078302929055,-0.014417723691694029,-0.009898354611235026,93,0.01075268817204301,0.05376344086021505,0,0.7725,0.22750000000000004,93,0.03,equal,True,9.0
balanced_extra_wide_capacity,w07,2026-03-13,2026-03-16,2026-03-20,5,-0.07041243774283369,-0.058224849686849156,-0.012187588055984536,64,0.015625,0.078125,0,0.725,0.275,64,0.03,equal,False,6.0
balanced_medium_current,w07,2026-03-13,2026-03-16,2026-03-20,5,-0.07141481735381697,-0.058224849686849156,-0.013189967666967811,49,0.020408163265306124,0.10204081632653061,0,0.0,1.0,49,0.03,equal,True,7.0
economic_medium_capacity,w07,2026-03-13,2026-03-16,2026-03-20,5,-0.09060124590408593,-0.058224849686849156,-0.03237639621723677,30,0.036000000004219955,0.18000000002109978,0,0.998,0.0020000000000000018,30,0.036,rank,True,11.0
recent_compact_capacity,w07,2026-03-13,2026-03-16,2026-03-20,5,-0.06773549272679458,-0.058224849686849156,-0.009510643039945421,31,0.032972380952380954,0.16486190476190477,0,0.055,0.945,31,0.030758,rank,True,5.0
recent_compact_current,w07,2026-03-13,2026-03-16,2026-03-20,5,-0.08962444528288047,-0.058224849686849156,-0.03139959559603131,37,0.027027027027027035,0.13513513513513517,0,0.825,0.17500000000000004,37,0.03,equal,True,10.0
short_aggressive_compact_capacity,w07,2026-03-13,2026-03-16,2026-03-20,5,-0.0608489622888674,-0.058224849686849156,-0.0026241126020182456,31,0.03225806451612904,0.16129032258064518,0,0.9455,0.05449999999999999,31,0.03225806451612903,equal,True,2.0
short_aggressive_medium_capacity,w07,2026-03-13,2026-03-16,2026-03-20,5,-0.0608489622888674,-0.058224849686849156,-0.0026241126020182456,31,0.03225806451612904,0.16129032258064518,0,0.9455,0.05449999999999999,31,0.03225806451612903,equal,True,2.0
short_aggressive_wide_capacity,w07,2026-03-13,2026-03-16,2026-03-20,5,-0.10547484280516503,-0.058224849686849156,-0.047249993118315875,30,0.036000000004219955,0.18000000002109978,0,0.5935,0.4065,30,0.036,rank,True,12.0
stable_compact_capacity,w07,2026-03-13,2026-03-16,2026-03-20,5,-0.08280344788625701,-0.058224849686849156,-0.02457859819940786,33,0.030303030303030304,0.15151515151515152,0,0.978,0.02200000000000002,33,0.030303030303030304,equal,True,8.0
stable_compact_current,w07,2026-03-13,2026-03-16,2026-03-20,5,-0.08731807212621241,-0.058224849686849156,-0.029093222439363256,31,0.03253310000000001,0.16266550000000005,0,0.5465,0.4535,31,0.031758,rank,True,9.0
stable_extra_wide_capacity,w07,2026-03-13,2026-03-16,2026-03-20,5,-0.05881680074587849,-0.058224849686849156,-0.0005919510590293373,46,0.02173913043478261,0.10869565217391305,0,0.285,0.7150000000000001,46,0.03,equal,False,1.0
stable_medium_capacity,w07,2026-03-13,2026-03-16,2026-03-20,5,-0.0653890356853067,-0.058224849686849156,-0.007164185998457542,93,0.01075268817204301,0.05376344086021505,0,0.7725,0.22750000000000004,93,0.03,equal,True,4.0
balanced_extra_wide_capacity,w08,2026-03-20,2026-03-23,2026-03-27,5,-0.010905188519304389,-0.002889548078185755,-0.008015640441118634,64,0.015625,0.078125,0,0.725,0.275,64,0.03,equal,False,9.0
balanced_medium_current,w08,2026-03-20,2026-03-23,2026-03-27,5,-0.00035202946688602974,-0.002889548078185755,0.0025375186112997256,49,0.020408163265306124,0.10204081632653061,0,0.0,1.0,49,0.03,equal,True,5.0
economic_medium_capacity,w08,2026-03-20,2026-03-23,2026-03-27,5,-0.010290176105533663,-0.002889548078185755,-0.007400628027347908,30,0.036000000004219955,0.18000000002109978,0,0.998,0.0020000000000000018,30,0.036,rank,True,8.0
recent_compact_capacity,w08,2026-03-20,2026-03-23,2026-03-27,5,-0.0003172587581834194,-0.002889548078185755,0.0025722893200023356,31,0.032972380952380954,0.16486190476190477,0,0.055,0.945,31,0.030758,rank,True,4.0
recent_compact_current,w08,2026-03-20,2026-03-23,2026-03-27,5,0.004627912050662746,-0.002889548078185755,0.007517460128848501,37,0.027027027027027035,0.13513513513513517,0,0.825,0.17500000000000004,37,0.03,equal,True,3.0
short_aggressive_compact_capacity,w08,2026-03-20,2026-03-23,2026-03-27,5,0.014640510546947698,-0.002889548078185755,0.017530058625133453,31,0.03225806451612904,0.16129032258064518,0,0.9455,0.05449999999999999,31,0.03225806451612903,equal,True,1.0
short_aggressive_medium_capacity,w08,2026-03-20,2026-03-23,2026-03-27,5,0.014640510546947698,-0.002889548078185755,0.017530058625133453,31,0.03225806451612904,0.16129032258064518,0,0.9455,0.05449999999999999,31,0.03225806451612903,equal,True,1.0
short_aggressive_wide_capacity,w08,2026-03-20,2026-03-23,2026-03-27,5,-0.00999996579765176,-0.002889548078185755,-0.007110417719466005,30,0.036000000004219955,0.18000000002109978,0,0.5935,0.4065,30,0.036,rank,True,7.0
stable_compact_capacity,w08,2026-03-20,2026-03-23,2026-03-27,5,-0.0121143749202019,-0.002889548078185755,-0.009224826842016145,33,0.030303030303030304,0.15151515151515152,0,0.978,0.02200000000000002,33,0.030303030303030304,equal,True,11.0
stable_compact_current,w08,2026-03-20,2026-03-23,2026-03-27,5,-0.014640225990223438,-0.002889548078185755,-0.011750677912037683,31,0.03253310000000001,0.16266550000000005,0,0.5465,0.4535,31,0.031758,rank,True,12.0
stable_extra_wide_capacity,w08,2026-03-20,2026-03-23,2026-03-27,5,-0.011185080993748684,-0.002889548078185755,-0.008295532915562929,46,0.02173913043478261,0.10869565217391305,0,0.285,0.7150000000000001,46,0.03,equal,False,10.0
stable_medium_capacity,w08,2026-03-20,2026-03-23,2026-03-27,5,-0.00612121968503772,-0.002889548078185755,-0.0032316716068519647,93,0.01075268817204301,0.05376344086021505,0,0.7725,0.22750000000000004,93,0.03,equal,True,6.0
balanced_extra_wide_capacity,w09,2026-03-27,2026-03-30,2026-04-03,5,-0.025962980358504778,-0.02619360438502094,0.00023062402651616298,64,0.015625,0.078125,0,0.725,0.275,64,0.03,equal,False,2.0
balanced_medium_current,w09,2026-03-27,2026-03-30,2026-04-03,5,-0.04858108293178537,-0.02619360438502094,-0.022387478546764428,49,0.020408163265306124,0.10204081632653061,0,0.0,1.0,49,0.03,equal,True,10.0
economic_medium_capacity,w09,2026-03-27,2026-03-30,2026-04-03,5,-0.03430304100711211,-0.02619360438502094,-0.008109436622091168,30,0.036000000004219955,0.18000000002109978,0,0.998,0.0020000000000000018,30,0.036,rank,True,7.0
recent_compact_capacity,w09,2026-03-27,2026-03-30,2026-04-03,5,-0.029881875853126082,-0.02619360438502094,-0.0036882714681051414,31,0.032972380952380954,0.16486190476190477,0,0.055,0.945,31,0.030758,rank,True,6.0
recent_compact_current,w09,2026-03-27,2026-03-30,2026-04-03,5,-0.027854713306986894,-0.02619360438502094,-0.001661108921965953,37,0.027027027027027035,0.13513513513513517,0,0.825,0.17500000000000004,37,0.03,equal,True,5.0
short_aggressive_compact_capacity,w09,2026-03-27,2026-03-30,2026-04-03,5,-0.05208296822646186,-0.02619360438502094,-0.025889363841440916,31,0.03225806451612904,0.16129032258064518,0,0.9455,0.05449999999999999,31,0.03225806451612903,equal,True,11.0
short_aggressive_medium_capacity,w09,2026-03-27,2026-03-30,2026-04-03,5,-0.05208296822646186,-0.02619360438502094,-0.025889363841440916,31,0.03225806451612904,0.16129032258064518,0,0.9455,0.05449999999999999,31,0.03225806451612903,equal,True,11.0
short_aggressive_wide_capacity,w09,2026-03-27,2026-03-30,2026-04-03,5,-0.03828999118005531,-0.02619360438502094,-0.012096386795034372,30,0.036000000004219955,0.18000000002109978,0,0.5935,0.4065,30,0.036,rank,True,9.0
stable_compact_capacity,w09,2026-03-27,2026-03-30,2026-04-03,5,-0.026726854706249407,-0.02619360438502094,-0.0005332503212284664,33,0.030303030303030304,0.15151515151515152,0,0.978,0.02200000000000002,33,0.030303030303030304,equal,True,3.0
stable_compact_current,w09,2026-03-27,2026-03-30,2026-04-03,5,-0.03448536494679498,-0.02619360438502094,-0.00829176056177404,31,0.03253310000000001,0.16266550000000005,0,0.5465,0.4535,31,0.031758,rank,True,8.0
