feature,mean_ic,abs_mean_ic,ic_positive_rate,top_decile_excess,top_minus_bottom,hit_rate,worst_window,missing_rate,direction,valid_dates,rank_ic_stability_raw,recent_rank_ic_raw,recent_top_decile_excess_raw,single_factor_score,profile
csi1000_ret_60d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
csi1000_ret_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
csi1000_ret_5d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
pharma_etf_ret_3d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
securities_etf_ret_60d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
nasdaq100_etf_ret_3d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
military_etf_ret_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
nasdaq100_etf_ret_1d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
bank_etf_vol_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
bank_etf_ret_60d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
bank_etf_ret_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
bank_etf_ret_5d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
bank_etf_ret_3d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
bank_etf_ret_1d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
military_etf_vol_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
military_etf_ret_60d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
military_etf_ret_5d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
nasdaq100_etf_ret_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
military_etf_ret_3d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
military_etf_ret_1d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
semiconductor_etf_vol_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
semiconductor_etf_ret_60d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
semiconductor_etf_ret_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
semiconductor_etf_ret_5d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
semiconductor_etf_ret_3d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
semiconductor_etf_ret_1d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
nonferrous_metals_etf_vol_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
csi500_ret_2d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
nasdaq100_etf_ret_5d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
hang_seng_tech_etf_ret_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
nonferrous_metals_etf_ret_60d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
pharma_etf_ret_60d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
pharma_etf_vol_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
csi1000_etf_ret_1d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
hang_seng_tech_etf_vol_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
hang_seng_tech_etf_ret_60d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
csi1000_etf_ret_3d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
csi1000_etf_ret_5d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
csi1000_etf_ret_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
csi1000_etf_ret_60d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
pharma_etf_ret_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
hang_seng_tech_etf_ret_5d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
hang_seng_tech_etf_ret_3d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
hang_seng_tech_etf_ret_1d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
nasdaq100_etf_vol_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
nasdaq100_etf_ret_60d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
csi1000_etf_vol_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
nonferrous_metals_etf_ret_1d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
nonferrous_metals_etf_ret_3d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
nonferrous_metals_etf_ret_5d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
nonferrous_metals_etf_ret_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
wti_crude_ret_1d,,,0.0,,,0.0,,0.008333333333333333,1,119,0.0,0.0,,0.20352564102564102,general
wti_crude_ret_3d,,,0.0,,,0.0,,0.008333333333333333,1,119,0.0,0.0,,0.20352564102564102,general
wti_crude_ret_5d,,,0.0,,,0.0,,0.008333333333333333,1,119,0.0,0.0,,0.20352564102564102,general
oil_minus_gold_20d,,,0.0,,,0.0,,0.008333333333333333,1,119,0.0,0.0,,0.20352564102564102,general
wti_crude_ret_20d,,,0.0,,,0.0,,0.008333333333333333,1,119,0.0,0.0,,0.20352564102564102,general
brent_crude_ret_1d,,,0.0,,,0.0,,0.008333333333333333,1,119,0.0,0.0,,0.20352564102564102,general
oil_minus_gold_60d,,,0.0,,,0.0,,0.008333333333333333,1,119,0.0,0.0,,0.20352564102564102,general
oil_minus_gold_5d,,,0.0,,,0.0,,0.008333333333333333,1,119,0.0,0.0,,0.20352564102564102,general
brent_crude_vol_20d,,,0.0,,,0.0,,0.008333333333333333,1,119,0.0,0.0,,0.20352564102564102,general
brent_crude_ret_60d,,,0.0,,,0.0,,0.008333333333333333,1,119,0.0,0.0,,0.20352564102564102,general
wti_crude_vol_20d,,,0.0,,,0.0,,0.008333333333333333,1,119,0.0,0.0,,0.20352564102564102,general
brent_crude_ret_5d,,,0.0,,,0.0,,0.008333333333333333,1,119,0.0,0.0,,0.20352564102564102,general
brent_crude_ret_3d,,,0.0,,,0.0,,0.008333333333333333,1,119,0.0,0.0,,0.20352564102564102,general
brent_crude_ret_20d,,,0.0,,,0.0,,0.008333333333333333,1,119,0.0,0.0,,0.20352564102564102,general
wti_crude_ret_60d,,,0.0,,,0.0,,0.008333333333333333,1,119,0.0,0.0,,0.20352564102564102,general
gold_futures_ret_1d,,,0.0,,,0.0,,0.008333333333333333,1,119,0.0,0.0,,0.20352564102564102,general
gold_futures_ret_3d,,,0.0,,,0.0,,0.008333333333333333,1,119,0.0,0.0,,0.20352564102564102,general
gold_futures_ret_5d,,,0.0,,,0.0,,0.008333333333333333,1,119,0.0,0.0,,0.20352564102564102,general
gold_futures_ret_20d,,,0.0,,,0.0,,0.008333333333333333,1,119,0.0,0.0,,0.20352564102564102,general
gold_futures_ret_60d,,,0.0,,,0.0,,0.008333333333333333,1,119,0.0,0.0,,0.20352564102564102,general
gold_futures_vol_20d,,,0.0,,,0.0,,0.008333333333333333,1,119,0.0,0.0,,0.20352564102564102,general
sp500_ret_5d,,,0.0,,,0.0,,0.025,1,117,0.0,0.0,,0.20185897435897435,general
sp500_vol_20d,,,0.0,,,0.0,,0.025,1,117,0.0,0.0,,0.20185897435897435,general
sp500_ret_60d,,,0.0,,,0.0,,0.025,1,117,0.0,0.0,,0.20185897435897435,general
sp500_ret_20d,,,0.0,,,0.0,,0.025,1,117,0.0,0.0,,0.20185897435897435,general
sp500_ret_3d,,,0.0,,,0.0,,0.025,1,117,0.0,0.0,,0.20185897435897435,general
nasdaq100_ret_3d,,,0.0,,,0.0,,0.025,1,117,0.0,0.0,,0.20185897435897435,general
sp500_ret_1d,,,0.0,,,0.0,,0.025,1,117,0.0,0.0,,0.20185897435897435,general
vhsi_ret_3d,,,0.0,,,0.0,,0.025,1,117,0.0,0.0,,0.20185897435897435,general
vhsi_ret_5d,,,0.0,,,0.0,,0.025,1,117,0.0,0.0,,0.20185897435897435,general
vhsi_ret_20d,,,0.0,,,0.0,,0.025,1,117,0.0,0.0,,0.20185897435897435,general
vhsi_ret_60d,,,0.0,,,0.0,,0.025,1,117,0.0,0.0,,0.20185897435897435,general
vhsi_vol_20d,,,0.0,,,0.0,,0.025,1,117,0.0,0.0,,0.20185897435897435,general
nasdaq100_ret_1d,,,0.0,,,0.0,,0.025,1,117,0.0,0.0,,0.20185897435897435,general
hsi_ret_5d,,,0.0,,,0.0,,0.025,1,117,0.0,0.0,,0.20185897435897435,general
nasdaq100_ret_5d,,,0.0,,,0.0,,0.025,1,117,0.0,0.0,,0.20185897435897435,general
nasdaq100_ret_20d,,,0.0,,,0.0,,0.025,1,117,0.0,0.0,,0.20185897435897435,general
hsi_ret_20d,,,0.0,,,0.0,,0.025,1,117,0.0,0.0,,0.20185897435897435,general
nasdaq100_vol_20d,,,0.0,,,0.0,,0.025,1,117,0.0,0.0,,0.20185897435897435,general
vhsi_ret_1d,,,0.0,,,0.0,,0.025,1,117,0.0,0.0,,0.20185897435897435,general
hsi_ret_1d,,,0.0,,,0.0,,0.025,1,117,0.0,0.0,,0.20185897435897435,general
hsi_ret_3d,,,0.0,,,0.0,,0.025,1,117,0.0,0.0,,0.20185897435897435,general
hstech_vol_20d,,,0.0,,,0.0,,0.025,1,117,0.0,0.0,,0.20185897435897435,general
hstech_ret_60d,,,0.0,,,0.0,,0.025,1,117,0.0,0.0,,0.20185897435897435,general
hstech_ret_20d,,,0.0,,,0.0,,0.025,1,117,0.0,0.0,,0.20185897435897435,general
hstech_ret_5d,,,0.0,,,0.0,,0.025,1,117,0.0,0.0,,0.20185897435897435,general
hstech_ret_3d,,,0.0,,,0.0,,0.025,1,117,0.0,0.0,,0.20185897435897435,general
hstech_ret_1d,,,0.0,,,0.0,,0.025,1,117,0.0,0.0,,0.20185897435897435,general
hsi_vol_20d,,,0.0,,,0.0,,0.025,1,117,0.0,0.0,,0.20185897435897435,general
hsi_ret_60d,,,0.0,,,0.0,,0.025,1,117,0.0,0.0,,0.20185897435897435,general
nasdaq100_ret_60d,,,0.0,,,0.0,,0.025,1,117,0.0,0.0,,0.20185897435897435,general
